"Taxon_Id","Kingdom","Class","Family","Scientific_name","Common_name","Taxon_author","NCA_status","EPBC_status","Significant","Endemicity"
29219,"plants","mosses","Fissidentaceae","Fissidens tenellus var. tenellus",,"Hook.f. & Wilson","C",,,"U"
25115,"plants","mosses","Fissidentaceae","Fissidens terraereginae",,"E.B.Bartram","C",,,"Q"
30077,"plants","mosses","Fissidentaceae","Fissidens zollingeri",,"Mont.","C",,,"QA"
25158,"plants","mosses","Fissidentaceae","Nanobryum thorsbornei",,"I.G.Stone","C",,,"Q"
17893,"plants","higher dicots","Flacourtiaceae","Baileyoxylon lanceolatum",,"C.T.White","C",,,"U"
17694,"plants","higher dicots","Flacourtiaceae","Casearia costulata",,"Jessup","C",,,"U"
17695,"plants","higher dicots","Flacourtiaceae","Casearia dallachii",,"F.Muell.","C",,,"U"
17696,"plants","higher dicots","Flacourtiaceae","Casearia grayi",,"Jessup","C",,,"U"
17697,"plants","higher dicots","Flacourtiaceae","Casearia grewiifolia var. gelonioides",,"(Blume) Sleumer","C",,,"U"
17698,"plants","higher dicots","Flacourtiaceae","Casearia multinervosa","casearia","C.T.White & Sleumer ex Sleumer","C",,,"U"
7328,"plants","higher dicots","Flacourtiaceae","Casearia sp. (Mission Beach B.P.Hyland 773)",,,"C",,,"U"
5715,"plants","higher dicots","Flacourtiaceae","Casearia sp. (Possum Scrub G.Sankowsky 1057)",,,"C",,,"U"
9479,"plants","higher dicots","Flacourtiaceae","Dovyalis caffra","kei apple","(Hook.f. & Harv.) Warb.",,,,"IU"
9449,"plants","higher dicots","Flacourtiaceae","Flacourtia indica",,"(Burm.f.) Merr.",,,,"IU"
17116,"plants","higher dicots","Flacourtiaceae","Flacourtia jangomas",,"(Lour.) Raeusch.",,,,"IU"
7329,"plants","higher dicots","Flacourtiaceae","Flacourtia sp. (Shiptons Flat L.W.Jessup+ GJD3200)",,,"C",,,"U"
16914,"plants","higher dicots","Flacourtiaceae","Homalium alnifolium","homalium","Thwaites & F.Muell. ex F.Muell.","C",,,"U"
16915,"plants","higher dicots","Flacourtiaceae","Homalium brachybotrys",,"(F.Muell.) F.Muell.","C",,,"U"
16916,"plants","higher dicots","Flacourtiaceae","Homalium circumpinnatum",,"F.M.Bailey","C",,,"U"
5720,"plants","higher dicots","Flacourtiaceae","Homalium sp. (Johnstone River N.Michael 176)",,,"C",,,"U"
7330,"plants","higher dicots","Flacourtiaceae","Homalium sp. (South Molle Island J.A.Gresty AQ208995)",,,"C",,,"U"
7331,"plants","higher dicots","Flacourtiaceae","Hydnocarpus sp. (Possum Scrub G.Sankowsky+ 1349)",,,"C",,,"U"
31119,"plants","higher dicots","Flacourtiaceae","Ryparosa kurrangii",,"B.L.Webber","NT",,"Y","Q"
16182,"plants","higher dicots","Flacourtiaceae","Scolopia braunii","flintwood","(Klotzsch) Sleumer","C",,,"U"
11249,"plants","higher dicots","Flacourtiaceae","Xylosma ovata",,"Benth.","NT",,"Y","Q"
7334,"plants","higher dicots","Flacourtiaceae","Xylosma sp. (Cape Melville D.G.Fell+ DGF2984)",,,"C",,,"U"
7332,"plants","higher dicots","Flacourtiaceae","Xylosma sp. (Mt Lewis G.Sankowsky+ 1108)",,,"V",,"Y","Q"
7333,"plants","higher dicots","Flacourtiaceae","Xylosma sp. (Temple Bay P.I.Forster PIF8980)",,,"C",,,"U"
11250,"plants","higher dicots","Flacourtiaceae","Xylosma terrae-reginae","xylosma","C.T.White & Sleumer","C",,,"U"
35629,"plants","monocots","Flagellariaceae","Flagellaria indica var. australiensis",,"Wepfer & H.P. Linder","C",,,"U"
25590,"plants","liverworts","Fossombroniaceae","Fossombronia intestinalis",,"Taylor","C",,,"Q"
25591,"plants","liverworts","Fossombroniaceae","Fossombronia papillata",,"Steph.","C",,,"U"
25686,"plants","liverworts","Fossombroniaceae","Fossombronia pusilla",,"(L.) Nees","C",,,"Q"
7972,"plants","higher dicots","Frankeniaceae","Frankenia adpressa",,"Summerh.","C",,,"Q"
17129,"plants","higher dicots","Frankeniaceae","Frankenia annua",,"Summerh.","C",,,"QA"
11045,"plants","higher dicots","Frankeniaceae","Frankenia cupularis",,"Summerh.","C",,,"QA"
11050,"plants","higher dicots","Frankeniaceae","Frankenia flabellata",,"Sprague","C",,,"U"
11046,"plants","higher dicots","Frankeniaceae","Frankenia foliosa",,"J.M.Black","C",,,"QA"
11047,"plants","higher dicots","Frankeniaceae","Frankenia gracilis",,"Summerh.","C",,,"U"
11051,"plants","higher dicots","Frankeniaceae","Frankenia latior",,"Sprague & Summerh.","C",,,"QA"
8920,"plants","higher dicots","Frankeniaceae","Frankenia orthotricha",,"(J.M.Black) J.M.Black","C",,,"Q"
9506,"plants","higher dicots","Frankeniaceae","Frankenia pseudoflabellata",,"Summerh.","C",,,"Q"
8542,"plants","higher dicots","Frankeniaceae","Frankenia scabra",,"Lindl.","NT",,"Y","Q"
11427,"plants","higher dicots","Frankeniaceae","Frankenia serpyllifolia",,"Lindl.","C",,,"U"
11049,"plants","higher dicots","Frankeniaceae","Frankenia uncinata",,"Sprague & Summerh.","C",,,"U"
25593,"plants","liverworts","Frullaniaceae","Frullania allanii",,"E.A.Hodgs.","C",,,"U"
25594,"plants","liverworts","Frullaniaceae","Frullania apiculata",,"(Reinw. et al.) Dumort.","C",,,"U"
29635,"plants","liverworts","Frullaniaceae","Frullania aterrima",,"(Hook.f. & Taylor) Hook.f. & Taylor ex Lindenb. & Nees","C",,,"Q"
25595,"plants","liverworts","Frullaniaceae","Frullania baileyana",,"Steph.","C",,,"Q"
29686,"plants","liverworts","Frullaniaceae","Frullania belmorensis",,"Steph.","C",,,"Q"
25783,"plants","liverworts","Frullaniaceae","Frullania cataractarum",,"Steph.","C",,,"Q"
30816,"plants","liverworts","Frullaniaceae","Frullania clavata",,"(Hook.f. & Taylor) Taylor ex Gottsche et al.","C",,,"QA"
26071,"plants","liverworts","Frullaniaceae","Frullania crassitexta",,"Steph.","C",,,"Q"
25597,"plants","liverworts","Frullaniaceae","Frullania ericoides",,"(Nees) Mont.","C",,,"U"
29685,"plants","liverworts","Frullaniaceae","Frullania exigua",,"Steph.","C",,,"Q"
25598,"plants","liverworts","Frullaniaceae","Frullania falciloba",,"Taylor ex Lehm.","C",,,"U"
25599,"plants","liverworts","Frullaniaceae","Frullania ferdinandi-muelleri",,"Steph.","C",,,"U"
26073,"plants","liverworts","Frullaniaceae","Frullania flexuosa",,"S.Hatt.","C",,,"Q"
29679,"plants","liverworts","Frullaniaceae","Frullania fugax",,"(Hook.f. & Taylor) Taylor ex Gottsche et al.","C",,,"Q"
26148,"plants","liverworts","Frullaniaceae","Frullania hasskaliana",,"Lindb.","C",,,"U"
26153,"plants","liverworts","Frullaniaceae","Frullania hasskarlianum",,"S.Hatt.","C",,,"Q"
29675,"plants","liverworts","Frullaniaceae","Frullania hicksiae forma hicksiae",,"S.Hatt.","C",,,"Q"
26187,"plants","liverworts","Frullaniaceae","Frullania hicksiae forma litoralis",,"S.Hatt.","C",,,"Q"
26139,"plants","liverworts","Frullaniaceae","Frullania hypoleuca",,"Nees","C",,,"Q"
26074,"plants","liverworts","Frullaniaceae","Frullania johnsonii",,"Steph.","C",,,"Q"
29668,"plants","liverworts","Frullaniaceae","Frullania meyeniana",,"Lindenb.","C",,,"Q"
25784,"plants","liverworts","Frullaniaceae","Frullania monocera var. depauperata",,"S.Hatt.","C",,,"Q"
29680,"plants","liverworts","Frullaniaceae","Frullania monocera var. monocera",,"(Hook.f. & Taylor) Taylor ex Gottsche et al.","C",,,"Q"
26149,"plants","liverworts","Frullaniaceae","Frullania multilacera subsp. gracilior",,"S.Hatt.","C",,,"Q"
26150,"plants","liverworts","Frullaniaceae","Frullania multilaceroides",,"S.Hatt.","C",,,"Q"
25601,"plants","liverworts","Frullaniaceae","Frullania neosheana",,"S.Hatt.","C",,,"Q"
29671,"plants","liverworts","Frullaniaceae","Frullania nodulosa var. nodulosa",,"(Reinw. et al.) Nees","C",,,"Q"
26075,"plants","liverworts","Frullaniaceae","Frullania nodulosa var. plana",,"Schiffn.","C",,,"Q"
29677,"plants","liverworts","Frullaniaceae","Frullania pallidula",,"S.Hatt.","C",,,"Q"
26154,"plants","liverworts","Frullaniaceae","Frullania pauciramea",,"Steph.","C",,,"Q"
25603,"plants","liverworts","Frullaniaceae","Frullania pentapleura",,"Taylor","C",,,"QA"
29696,"plants","liverworts","Frullaniaceae","Frullania probosciphora",,"Taylor","C",,,"QA"
34566,"plants","liverworts","Frullaniaceae","Frullania pullei",,"Verd.","C",,,"Q"
25604,"plants","liverworts","Frullaniaceae","Frullania queenslandica",,"Steph.","C",,,"Q"
26151,"plants","liverworts","Frullaniaceae","Frullania repandistipula subsp. queenslandica",,"S.Hatt.","C",,,"Q"
25606,"plants","liverworts","Frullaniaceae","Frullania rostrata",,"(Hook.f. & Taylor) Hook.f. & Taylor ex Gottsche et al.","C",,,"U"
25607,"plants","liverworts","Frullaniaceae","Frullania rubella var. elongata",,"(Steph.) S.Hatt.","C",,,"U"
29674,"plants","liverworts","Frullaniaceae","Frullania rubella var. rubella",,"Gottsche ex Steph.","C",,,"Q"
25795,"plants","liverworts","Frullaniaceae","Frullania schusteri",,"S.Hatt.","C",,,"Q"
26152,"plants","liverworts","Frullaniaceae","Frullania scottiana",,"S.Hatt.","C",,,"Q"
25609,"plants","liverworts","Frullaniaceae","Frullania seriata",,"Gottsche ex Steph.","C",,,"Q"
25811,"plants","liverworts","Frullaniaceae","Frullania serrata",,"Gottsche","C",,,"U"
34568,"plants","liverworts","Frullaniaceae","Frullania setchellii",,"Pearson","C",,,"Q"
26076,"plants","liverworts","Frullaniaceae","Frullania sheana",,"S.Hatt.","C",,,"Q"
25610,"plants","liverworts","Frullaniaceae","Frullania simmondsii",,"Steph.","C",,,"Q"
26079,"plants","liverworts","Frullaniaceae","Frullania sp. (Locality Unknown J.Windolf 243)",,,"C",,,"Q"
26078,"plants","liverworts","Frullaniaceae","Frullania sp. (Locality Unknown J.Windolf 681)",,,"C",,,"Q"
26080,"plants","liverworts","Frullaniaceae","Frullania sp. (Locality Unknown J.Windolf 700)",,,"C",,,"Q"
29695,"plants","liverworts","Frullaniaceae","Frullania spinifera",,"Taylor","C",,,"Q"
34573,"plants","liverworts","Frullaniaceae","Frullania spinigastria",,"S.Hatt.","C",,,"Q"
25611,"plants","liverworts","Frullaniaceae","Frullania squarrosula",,"(Hook.f. & Taylor) Taylor ex Gottsche et al.","C",,,"U"
34274,"plants","liverworts","Frullaniaceae","Frullania steereana",,"S.Hatt.","C",,,"Q"
25612,"plants","liverworts","Frullaniaceae","Frullania subhampeana",,"E.A.Hodgs.","C",,,"U"
25613,"plants","liverworts","Frullaniaceae","Frullania subtropica",,"Steph.","C",,,"U"
26077,"plants","liverworts","Frullaniaceae","Frullania ternatensis var. non-appendiculata",,"S.Hatt.","C",,,"Q"
29676,"plants","liverworts","Frullaniaceae","Frullania thiersiae",,"S.Hatt.","C",,,"Q"
29684,"plants","liverworts","Frullaniaceae","Frullania victoriensis",,"Steph.","C",,,"Q"
25614,"plants","liverworts","Frullaniaceae","Frullania yorkiana",,"Steph.","C",,,"U"
29264,"plants","mosses","Funariaceae","Entosthodon apophysatus",,"(Taylor) Mitt.","C",,,"U"
26537,"plants","mosses","Funariaceae","Entosthodon radians",,"(Hedw.) Muell.Hal.","C",,,"U"
29201,"plants","mosses","Funariaceae","Entosthodon smithhurstii",,"(Broth. & Geh.) Paris","C",,,"U"
24667,"plants","mosses","Funariaceae","Entosthodon sp. (Glasshouse Mountains C.J.Wild AQ695250)",,,"C",,,"Q"
32612,"plants","mosses","Funariaceae","Entosthodon subnudus var. gracilis",,"(Hook.f. & Wilson) Fife","C",,,"QA"
24712,"plants","mosses","Funariaceae","Funaria hygrometrica",,"Hedw.","C",,,"U"
24675,"plants","mosses","Funariaceae","Funaria sp. (Brisbane C.T.Musson 414)",,,"C",,,"Q"
29212,"plants","mosses","Funariaceae","Goniomitrium acuminatum subsp. enerve",,"(Hook.f. & Wilson) Fife & Sepelt","C",,,"Q"
24887,"plants","mosses","Funariaceae","Physcomitrium brisbanicum",,"Muell.Hal.","C",,,"U"
24897,"plants","mosses","Funariaceae","Physcomitrium sp. (Brisbane H.Tryon 796)",,,"C",,,"Q"
12279,"plants","higher dicots","Gentianaceae","Canscora diffusa",,"(Vahl) R.Br. ex Roem. & Schult.","C",,,"U"
14743,"plants","higher dicots","Gentianaceae","Centaurium erythraea","common centaury","Rafn",,,,"IU"
18802,"plants","higher dicots","Gentianaceae","Centaurium tenuiflorum",,"(Hoffmanns. & Link) Fritsch",,,,"IU"
13201,"plants","higher dicots","Gentianaceae","Fagraea berteroana",,"A.Gray ex Benth.","C",,,"U"
8128,"plants","higher dicots","Gentianaceae","Fagraea cambagei",,"Domin","C",,,"U"
8253,"plants","higher dicots","Gentianaceae","Fagraea fagraeacea",,"(F.Muell.) Druce","C",,,"U"
13200,"plants","higher dicots","Gentianaceae","Fagraea racemosa",,"Jack ex Wall.","C",,,"U"
30324,"plants","higher dicots","Gentianaceae","Schenkia australis",,"(R.Br.) G.Mans.","C",,,"U"
10938,"plants","higher dicots","Gentianaceae","Sebaea ovata",,"(Labill.) R.Br.","C",,,"U"
26032,"plants","liverworts","Geocalycaceae","Chiloscyphus argutus var. spathulifolius",,"Steph.","C",,,"Q"
35433,"plants","liverworts","Geocalycaceae","Chiloscyphus canaliculatus",,"Gottsche et al.","C",,,"U"
29514,"plants","liverworts","Geocalycaceae","Chiloscyphus muricatus",,"(Lehm.) J.J.Engel & R.M.Schust.","C",,,"U"
34242,"plants","liverworts","Geocalycaceae","Chiloscyphus novae-zelandiae",,"(Lehm. & Lindenb.) J.J.Engel & R.M.Schust.","C",,,"Q"
29513,"plants","liverworts","Geocalycaceae","Chiloscyphus semiteres var. semiteres",,"(Lehm. & Lindenb.) Lehm. & Lindenb.","C",,,"Q"
29639,"plants","liverworts","Geocalycaceae","Conoscyphus trapezioides",,"(Sande Lac.) Schiffn.","C",,,"Q"
29520,"plants","liverworts","Geocalycaceae","Heteroscyphus argutus",,"(Reinw. et al.) Schiffn.","C",,,"U"
29941,"plants","liverworts","Geocalycaceae","Heteroscyphus aselliformis",,"(Nees) Schiffn.","C",,,"Q"
29517,"plants","liverworts","Geocalycaceae","Heteroscyphus biciliatus",,"(Hook.f. & Taylor) J.J.Engel","C",,,"Q"
29543,"plants","liverworts","Geocalycaceae","Heteroscyphus coalitus",,"(Hook.) Schiffn.","C",,,"U"
29518,"plants","liverworts","Geocalycaceae","Heteroscyphus fissistipus",,"(Hook.f. & Taylor) Schiffn.","C",,,"Q"
29519,"plants","liverworts","Geocalycaceae","Heteroscyphus triacanthus",,"(Hook.f. & Taylor) Schiffn.","C",,,"Q"
29940,"plants","liverworts","Geocalycaceae","Heteroscyphus zollingeri",,"(Gottsche) Schiffn.","C",,,"Q"
29709,"plants","liverworts","Geocalycaceae","Saccogynidium muricellum",,"(De Not.) Grolle","C",,,"Q"
11032,"plants","higher dicots","Geraniaceae","Erodium aureum",,"Carolin","C",,,"U"
29931,"plants","higher dicots","Geraniaceae","Erodium carolinianum",,"J.J.Aldasoro et al.","C",,,"U"
12426,"plants","higher dicots","Geraniaceae","Erodium cicutarium","common crowfoot","(L.) L'Her.",,,,"IU"
11472,"plants","higher dicots","Geraniaceae","Erodium crinitum","blue crowfoot","Carolin","C",,,"U"
19847,"plants","higher dicots","Geraniaceae","Erodium cygnorum",,"Nees","C",,,"U"
11031,"plants","higher dicots","Geraniaceae","Erodium moschatum","musky crowfoot","(L.) L'Her.",,,,"IU"
11053,"plants","higher dicots","Geraniaceae","Geranium homeanum",,"Turcz.","C",,,"U"
13919,"plants","higher dicots","Geraniaceae","Geranium neglectum",,"Carolin","C",,,"U"
9247,"plants","higher dicots","Geraniaceae","Geranium solanderi var. solanderi","native geranium","Carolin","C",,,"U"
19966,"plants","higher dicots","Geraniaceae","Pelargonium australe",,"Willd.","C",,,"U"
29602,"plants","higher dicots","Geraniaceae","Pelargonium graveolens",,"L'Her.",,,,"IU"
10960,"plants","higher dicots","Geraniaceae","Pelargonium inodorum",,"Willd.","C",,,"U"
31202,"plants","higher dicots","Geraniaceae","Pelargonium x domesticum",,"L.H.Bailey",,,,"IU"
11525,"plants","higher dicots","Gesneriaceae","Boea hygroscopica",,"F.Muell.","C",,,"U"
6318,"plants","higher dicots","Gesneriaceae","Boea kinnearii",,"(F.Muell.) B.L.Burtt","E",,"Y","Q"
10910,"plants","higher dicots","Gesneriaceae","Cyrtandra baileyi",,"F.Muell.","C",,,"U"
14564,"plants","higher dicots","Gesneriaceae","Fieldia australis","fieldia","A.Cunn.","C",,,"U"
10294,"plants","higher dicots","Gesneriaceae","Lenbrassia australiana var. australiana",,"(C.T.White) G.W.Gillett","C",,,"U"
10853,"plants","higher dicots","Gesneriaceae","Lenbrassia australiana var. glabrescens",,"B.D.Morley","C",,,"U"
24741,"plants","mosses","Gigaspermaceae","Gigaspermum repens",,"(Hook.) Lindb.","C",,,"U"
17427,"plants","ferns","Gleicheniaceae","Dicranopteris linearis var. altissima",,"Holttum","C",,,"U"
17428,"plants","ferns","Gleicheniaceae","Dicranopteris linearis var. linearis",,"(Burm.f.) Underw.","C",,,"U"
17429,"plants","ferns","Gleicheniaceae","Dicranopteris linearis var. subferruginea",,"(Hieron. ex Brause) Nakai","C",,,"U"
34593,"plants","ferns","Gleicheniaceae","Dicranopteris linearis x Sticherus flabellatus var. compactus",,"(Burm.f.) Underw.","C",,,"U"
12086,"plants","ferns","Gleicheniaceae","Diplopterygium longissimum","giant scrambling fern","(Blume) Nakai","C",,,"U"
17088,"plants","ferns","Gleicheniaceae","Gleichenia dicarpa","pouched coral fern","R.Br.","C",,,"U"
9759,"plants","ferns","Gleicheniaceae","Gleichenia mendellii",,"(G.Schneid.) S.B.Andrews","C",,,"U"
17089,"plants","ferns","Gleicheniaceae","Gleichenia microphylla","scrambling coral fern","R.Br.","C",,,"U"
17090,"plants","ferns","Gleicheniaceae","Gleichenia rupestris",,"R.Br.","C",,,"U"
16105,"plants","ferns","Gleicheniaceae","Sticherus flabellatus var. compactus",,"(C.T.White & Goy) D.A.Sm.","C",,,"U"
10944,"plants","ferns","Gleicheniaceae","Sticherus flabellatus var. flabellatus",,"(R.Br.) H.St.John","C",,,"U"
12025,"plants","ferns","Gleicheniaceae","Sticherus lobatus","spreading fan fern","N.A.Wakef.","C",,,"U"
12024,"plants","ferns","Gleicheniaceae","Sticherus milnei",,"(Baker) Ching","V",,"Y","QI"
35787,"plants",,"Gnetaceae","Gnetum gnemon",,"L.","C",,,"U"
14008,"plants","higher dicots","Goodeniaceae","Brunonia australis","blue pincushion","Sm. ex R.Br.","C",,,"U"
11106,"plants","higher dicots","Goodeniaceae","Coopernookia scabridiuscula","coopernookia","Carolin","V","V","Y","U"
14675,"plants","higher dicots","Goodeniaceae","Dampiera adpressa",,"A.Cunn. ex DC.","C",,,"U"
14673,"plants","higher dicots","Goodeniaceae","Dampiera discolor",,"(de Vriese) K.Krause","C",,,"U"
17487,"plants","higher dicots","Goodeniaceae","Dampiera ferruginea","velvet beauty-bush","R.Br.","C",,,"U"
7797,"plants","higher dicots","Goodeniaceae","Dampiera lanceolata var. lanceolata",,"A.Cunn. ex DC.","C",,,"QA"
14674,"plants","higher dicots","Goodeniaceae","Dampiera purpurea",,"R.Br.","C",,,"U"
17488,"plants","higher dicots","Goodeniaceae","Dampiera stricta",,"(Sm.) R.Br.","C",,,"U"
17489,"plants","higher dicots","Goodeniaceae","Dampiera sylvestris","blue dampiera","Rajput & Carolin","C",,,"U"
9863,"plants","higher dicots","Goodeniaceae","Goodenia angustifolia",,"Carolin","C",,,"U"
8543,"plants","higher dicots","Goodeniaceae","Goodenia arenicola",,"Carolin","PE",,"Y","Q"
17057,"plants","higher dicots","Goodeniaceae","Goodenia armitiana",,"F.Muell.","C",,,"U"
14529,"plants","higher dicots","Goodeniaceae","Goodenia armstrongiana",,"de Vriese","C",,,"U"
27653,"plants","higher dicots","Goodeniaceae","Goodenia atriplexifolia",,"A.E.Holland & T.P.Boyle","C",,,"U"
31353,"plants","higher dicots","Goodeniaceae","Goodenia azurea subsp. azurea",,"F.Muell.","C",,,"QA"
17058,"plants","higher dicots","Goodeniaceae","Goodenia bellidifolia subsp. argentea",,"Carolin","C",,,"U"
11017,"plants","higher dicots","Goodeniaceae","Goodenia berardiana",,"(Gaudich.) Carolin","C",,,"QA"
11015,"plants","higher dicots","Goodeniaceae","Goodenia byrnesii",,"Carolin","C",,,"U"
9912,"plants","higher dicots","Goodeniaceae","Goodenia calcarata",,"(F.Muell.) F.Muell.","C",,,"U"
31352,"plants","higher dicots","Goodeniaceae","Goodenia chthonocephala",,"Carolin","C",,,"U"
14530,"plants","higher dicots","Goodeniaceae","Goodenia cycloptera",,"R.Br.","C",,,"U"
27654,"plants","higher dicots","Goodeniaceae","Goodenia debilis",,"A.E.Holland & T.P.Boyle","C",,,"U"
11018,"plants","higher dicots","Goodeniaceae","Goodenia delicata",,"Carolin","C",,,"U"
11009,"plants","higher dicots","Goodeniaceae","Goodenia disperma",,"F.Muell.","C",,,"U"
35611,"plants","higher dicots","Goodeniaceae","Goodenia effusa",,"A.E.Holland","C",,,"U"
27703,"plants","higher dicots","Goodeniaceae","Goodenia expansa",,"A.E.Holland & T.P.Boyle","C",,,"U"
17059,"plants","higher dicots","Goodeniaceae","Goodenia fascicularis",,"F.Muell. & Tate","C",,,"U"
17060,"plants","higher dicots","Goodeniaceae","Goodenia glabra",,"R.Br.","C",,,"U"
9906,"plants","higher dicots","Goodeniaceae","Goodenia glauca",,"F.Muell.","C",,,"U"
11019,"plants","higher dicots","Goodeniaceae","Goodenia goodeniacea",,"(F.Muell.) Carolin","C",,,"U"
11010,"plants","higher dicots","Goodeniaceae","Goodenia gracilis",,"R.Br.","C",,,"U"
17061,"plants","higher dicots","Goodeniaceae","Goodenia grandiflora",,"Sims","C",,,"U"
11437,"plants","higher dicots","Goodeniaceae","Goodenia havilandii",,"Maiden & Betche","C",,,"U"
17062,"plants","higher dicots","Goodeniaceae","Goodenia hederacea subsp. hederacea",,"Sm.","C",,,"U"
11020,"plants","higher dicots","Goodeniaceae","Goodenia heterochila",,"F.Muell.","C",,,"U"
9913,"plants","higher dicots","Goodeniaceae","Goodenia heteromera",,"F.Muell.","C",,,"U"
11011,"plants","higher dicots","Goodeniaceae","Goodenia heterophylla subsp. teucriifolia",,"(F.Muell.) Carolin","C",,,"U"
17063,"plants","higher dicots","Goodeniaceae","Goodenia hirsuta",,"F.Muell.","C",,,"U"
10697,"plants","higher dicots","Goodeniaceae","Goodenia janamba",,"Carolin","C",,,"U"
11021,"plants","higher dicots","Goodeniaceae","Goodenia lamprosperma",,"F.Muell.","C",,,"U"
11016,"plants","higher dicots","Goodeniaceae","Goodenia lunata",,"J.M.Black","C",,,"U"
11831,"plants","higher dicots","Goodeniaceae","Goodenia macbarronii","narrow goodenia","Carolin","C",,,"U"
10698,"plants","higher dicots","Goodeniaceae","Goodenia megasepala",,"Carolin","C",,,"U"
30943,"plants","higher dicots","Goodeniaceae","Goodenia microptera",,"F.Muell.","C",,,"QA"
8140,"plants","higher dicots","Goodeniaceae","Goodenia minutiflora",,"F.Muell.","C",,,"U"
34954,"plants","higher dicots","Goodeniaceae","Goodenia modesta",,"J.M.Black","C",,,"U"
9907,"plants","higher dicots","Goodeniaceae","Goodenia nigrescens",,"Carolin","C",,,"QA"
9915,"plants","higher dicots","Goodeniaceae","Goodenia odonnellii",,"F.Muell.","C",,,"U"
13620,"plants","higher dicots","Goodeniaceae","Goodenia ovata",,"Sm.","C",,,"U"
14528,"plants","higher dicots","Goodeniaceae","Goodenia paniculata",,"Sm.","C",,,"U"
11012,"plants","higher dicots","Goodeniaceae","Goodenia pilosa",,"(R.Br.) Carolin","C",,,"U"
11436,"plants","higher dicots","Goodeniaceae","Goodenia pinnatifida",,"Schltdl.","C",,,"QA"
11013,"plants","higher dicots","Goodeniaceae","Goodenia pumilio",,"R.Br.","C",,,"U"
11014,"plants","higher dicots","Goodeniaceae","Goodenia purpurascens",,"R.Br.","C",,,"U"
35798,"plants","higher dicots","Goodeniaceae","Goodenia purpurea",,"(F.Muell.) Carolin","C",,,"U"
9908,"plants","higher dicots","Goodeniaceae","Goodenia racemosa var. latifolia",,"Carolin","C",,,"U"
7801,"plants","higher dicots","Goodeniaceae","Goodenia racemosa var. racemosa",,"F.Muell.","C",,,"U"
17064,"plants","higher dicots","Goodeniaceae","Goodenia ramelii",,"F.Muell.","C",,,"U"
26456,"plants","higher dicots","Goodeniaceae","Goodenia redacta",,"Carolin","C",,,"U"
2048,"plants","higher dicots","Goodeniaceae","Goodenia rosulata",,"Domin","C",,,"U"
17065,"plants","higher dicots","Goodeniaceae","Goodenia rotundifolia",,"R.Br.","C",,,"U"
27822,"plants","higher dicots","Goodeniaceae","Goodenia scaevolina",,"F.Muell.","C",,,"QA"
6914,"plants","higher dicots","Goodeniaceae","Goodenia sp. (Mt Castletower M.D.Crisp 2753)",,,"C",,,"U"
27652,"plants","higher dicots","Goodeniaceae","Goodenia sp. (Torrens Creek E.J.Thompson+ HUG754)",,,"C",,,"Q"
27655,"plants","higher dicots","Goodeniaceae","Goodenia splendida",,"A.E.Holland & T.P.Boyle","C",,,"U"
17066,"plants","higher dicots","Goodeniaceae","Goodenia stelligera",,"R.Br.","C",,,"U"
9911,"plants","higher dicots","Goodeniaceae","Goodenia stirlingii",,"F.M.Bailey","V",,"Y","Q"
11022,"plants","higher dicots","Goodeniaceae","Goodenia strangfordii",,"F.Muell.","C",,,"U"
9909,"plants","higher dicots","Goodeniaceae","Goodenia subauriculata",,"C.T.White","C",,,"U"
11023,"plants","higher dicots","Goodeniaceae","Goodenia triodiophila",,"Carolin","C",,,"U"
11024,"plants","higher dicots","Goodeniaceae","Goodenia vilmoriniae",,"F.Muell.","C",,,"U"
17067,"plants","higher dicots","Goodeniaceae","Goodenia viridula",,"Carolin","C",,,"U"
9910,"plants","higher dicots","Goodeniaceae","Goodenia viscidula",,"Carolin","C",,,"QA"
10984,"plants","higher dicots","Goodeniaceae","Lechenaultia divaricata",,"F.Muell.","C",,,"U"
10985,"plants","higher dicots","Goodeniaceae","Lechenaultia filiformis",,"R.Br.","C",,,"U"
10931,"plants","higher dicots","Goodeniaceae","Scaevola aemula",,"R.Br.","C",,,"U"
13524,"plants","higher dicots","Goodeniaceae","Scaevola albida",,"(Sm.) Druce","C",,,"U"
10933,"plants","higher dicots","Goodeniaceae","Scaevola amblyanthera var. amblyanthera",,"F.Muell.","C",,,"QA"
8079,"plants","higher dicots","Goodeniaceae","Scaevola amblyanthera var. centralis",,"Carolin","C",,,"QA"
10977,"plants","higher dicots","Goodeniaceae","Scaevola browniana subsp. browniana",,"Carolin","C",,,"QA"
16253,"plants","higher dicots","Goodeniaceae","Scaevola calendulacea","dune fan flower","(P.B.Kenn.) Druce","C",,,"U"
14222,"plants","higher dicots","Goodeniaceae","Scaevola collaris",,"F.Muell.","C",,,"U"
10978,"plants","higher dicots","Goodeniaceae","Scaevola depauperata",,"R.Br.","C",,,"U"
7798,"plants","higher dicots","Goodeniaceae","Scaevola enantophylla",,"F.Muell.","C",,,"U"
11385,"plants","higher dicots","Goodeniaceae","Scaevola glabrata",,"Carolin","C",,,"U"
14272,"plants","higher dicots","Goodeniaceae","Scaevola glutinosa",,"Carolin","C",,,"U"
10929,"plants","higher dicots","Goodeniaceae","Scaevola humilis",,"R.Br.","C",,,"U"
10932,"plants","higher dicots","Goodeniaceae","Scaevola laciniata",,"F.M.Bailey","C",,,"QA"
